"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DF","Dean Foods Company","2.86","262271475.18","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","146.84","4277594277.92","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/deck",
"DEO","Diageo plc","163.37","98073254070.1","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/deo",
"DPZ","Domino&#39;s Pizza Inc","249.45","10243222972.95","n/a","2004","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dpz",
"ELF","e.l.f. Beauty, Inc.","10.79","526769159.54","n/a","2016","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/elf",
"EPC","Energizer Holdings, Inc.","44.34","2399570659.44","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/epc",
"ENS","Enersys","66.32","2854993564.24","n/a","2004","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/ens",
"EL","Estee Lauder Companies, Inc. (The)","164.77","59508746937.47","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/el",
"FLO","Flowers Foods, Inc.","21.19","4468981595","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/flo",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","93.76","167747247537.6","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fmx",
"FDP","Fresh Del Monte Produce, Inc.","27.27","1322230590.99","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/fdp",
"GIS","General Mills, Inc.","50.99","30532336824.19","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/gis",
"GIL","Gildan Activewear, Inc.","36.6","7560660921","n/a","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/gil",
"GNC","GNC Holdings, Inc.","2.56","214952803.84","n/a","2011","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/gnc",
"GES","Guess?, Inc.","19.62","1603474969.86","n/a","1996","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ges",
"HOG","Harley-Davidson, Inc.","36.96","5896744576.8","n/a","n/a","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/hog",
"HSY","Hershey Company (The)","113.84","23737893348.96","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/hsy",
"HRL","Hormel Foods Corporation","43.78","23451885560.84","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/hrl",
"IBA","Industrias Bachoco, S.A. de C.V.","46.43","2321500000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/iba",
"INGR","Ingredion Incorporated","94.2","6280074920.4","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ingr",
"JILL","J. Jill, Inc.","5.52","241071747.36","n/a","2017","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jill",
"SJM","J.M. Smucker Company (The)","115.73","13163890083.18","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/sjm",
"K","Kellogg Company","56.02","19255134570.64","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/k",
"KDP","Keurig Dr Pepper Inc.","27.7","38948458131.7","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/kdp",
"KN","Knowles Corporation","17.77","1603149213.01","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/kn",
"LW","Lamb Weston Holdings, Inc.","73.97","10836016420.71","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lw",
"LEVI","Levi Strauss & Co","22.71","832700007.57","n/a","2019","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/levi",
"MKC","McCormick & Company, Incorporated","150.35","18411161120.75","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc.v",
"MED","MEDIFAST INC","130.95","1554434641.8","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/med",
"TAP","Molson Coors Brewing  Company","60.37","11835093090.14","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/tap",
"MOV","Movado Group Inc.","34.27","561938863.73","n/a","n/a","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/mov",
"MYE","Myers Industries, Inc.","17.32","612922584.8","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/mye",
"NLS","Nautilus Group, Inc. (The)","5.58","165112322.76","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/nls",
"NKE","Nike, Inc.","85.23","134134764760.35","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/nke",
"NOMD","Nomad Foods Limited","20.37","3960988767.75","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/nomd",
"OXM","Oxford Industries, Inc.","76.17","1291400728.47","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/oxm",
"PFGC","Performance Food Group Company","39.8","4187058505","n/a","2015","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/pfgc",
"PM","Philip Morris International Inc","88.2","137221096597.2","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/pm",
"POST","Post Holdings, Inc.","109.26","7910880488.28","n/a","2012","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/post",
"PVH","PVH Corp.","125.03","9395555517.27","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/pvh",
"RL","Ralph Lauren Corporation","128.99","10141445588.48","n/a","1997","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/rl",
"REV","Revlon, Inc.","20.12","1063703375.32","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/rev",
"SITE","SiteOne Landscape Supply, Inc.","58.64","2401620727.12","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SKX","Skechers U.S.A., Inc.","34.36","5307750279.68","n/a","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SNE","Sony Corp Ord","42.98","54179271479.62","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"SYY","Sysco Corporation","66.78","34289036501.58","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/syy",
"TPR","Tapestry, Inc.","33.39","9682365787.29","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tpr",
"TEL","TE Connectivity Ltd.","83.66","28298698162.3","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tel",
"THO","Thor Industries, Inc.","61.75","3400169457.75","n/a","n/a","Consumer Non-Durables","Homebuilding","https://www.nasdaq.com/symbol/tho",
"TR","Tootsie Roll Industries, Inc.","37.4","1438759786.2","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/tr",
"THS","Treehouse Foods, Inc.","63.33","3545778430.26","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ths",
"TUP","Tupperware Brands Corporation","25.8","1255603543.2","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/tup",
"TPB","Turning Point Brands, Inc.","46.56","910541886.72","n/a","2016","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/tpb",
"TSN","Tyson Foods, Inc.","69.7","25459137361.8","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/tsn",
"UA","Under Armour, Inc.","18.84","8454530861.28","n/a","2016","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","21.1","3964730723","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/uaa",
"UFI","Unifi, Inc.","19.66","361459971.98","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/ufi",
"UNFI","United Natural Foods, Inc.","13.69","695724348.86","n/a","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",
"USFD","US Foods Holding Corp.","35.23","7667431305.95","n/a","2016","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/usfd",
"VFC","V.F. Corporation","87.33","34548223424.52","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vfc",
"VGR","Vector Group Ltd.","10.87","1531742158.54","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/vgr",
"VSI","Vitamin Shoppe, Inc","7.16","171886038.8","n/a","2009","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/vsi",
"WCC","WESCO International, Inc.","54.51","2463611774.43","n/a","1999","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/wcc",
"WGO","Winnebago Industries, Inc.","32.1","1023139157.4","n/a","n/a","Consumer Non-Durables","Homebuilding","https://www.nasdaq.com/symbol/wgo",
"WWW","Wolverine World Wide, Inc.","35.87","3228529854.96","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/www",
"YETI","YETI Holdings, Inc.","29.99","2525040409.21","n/a","2018","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/yeti",
