"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DDD","3D Systems Corporation","10.95","1277616621.15","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ddd",
"WUBA","58.com Inc.","67.37","9985735609.93","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wuba",
"EGHT","8x8 Inc","20.59","1969530231.82","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/eght",
"ATEN","A10 Networks, Inc.","7.22","541867122.56","n/a","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/aten",
"AAN","Aaron&#39;s,  Inc.","53.35","3615959821.1","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/aan",
"ATU","Actuant Corporation","25.1","1534233333.4","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atu",
"AER","Aercap Holdings N.V.","47.64","6797020992.96","n/a","2006","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/aer",
"HIVE","Aerohive Networks, Inc.","4.52","252527468.68","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/hive",
"AL","Air Lease Corporation","35.42","3935805545.98","n/a","2011","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/al",
"AYR","Aircastle Limited","20.59","1546849281.6","n/a","2006","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/ayr",
"AYX","Alteryx, Inc.","84.42","5215823767.98","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ayx",
"AMBR","Amber Road, Inc.","8.77","246288006.47","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ambr",
"AMN","AMN Healthcare Services Inc","48.29","2263117175.99","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/amn",
"PLAN","Anaplan, Inc.","38.05","4809520000","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/plan",
"APY","Apergy Corporation","41.66","3222929832.04","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/apy",
"AQ","Aquantia Corp.","9.26","325714434.7","n/a","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/aq",
"ANET","Arista Networks, Inc.","318.36","24109680728.28","n/a","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/anet",
"ASX","ASE Technology Holding Co., Ltd.","4.45","9295149698.25","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/asx",
"ASGN","ASGN Incorporated","64.4","3390997971.2","n/a","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"AUO","AU Optronics Corp","3.63","3493600974.93","n/a","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","104","12182649024","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/athm",
"AVLR","Avalara, Inc.","56.54","3927866310.5","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avlr",
"BHE","Benchmark Electronics, Inc.","26.95","1095651306.75","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/bhe",
"BITA","Bitauto Holdings Limited","15.74","502955960","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/bita",
"BKI","Black Knight, Inc.","54.38","8157648155.22","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bki",
"BB","BlackBerry Limited","9.62","5265583690.64","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bb",
"BOX","Box, Inc.","19.49","2813035474.54","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/box",
"CACI","CACI International, Inc.","185.9","4621961801.6","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/caci",
"CAI","CAI International, Inc.","23.89","447035700.28","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/cai",
"CANG","Cango Inc.","7.02","1060756720.92","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cang",
"CARS","Cars.com Inc.","23.06","1554128354.1","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/cars",
"CSLT","Castlight Health, inc.","3.78","542521476","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/cslt",
"CLS","Celestica, Inc.","8.55","980092613.25","n/a","1998","Technology","Electrical Products","https://www.nasdaq.com/symbol/cls",
"CDAY","Ceridian HCM Holding Inc.","51.43","7226680741.27","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cday",
"ECOM          ","ChannelAdvisor Corporation","12.16","338017745.92","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ecom",
"CMCM","Cheetah Mobile Inc.","6.52","934539759.88","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cmcm",
"CCC","Churchill Capital Corp","13.54","1167825000","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ccc",
"CISN","Cision Ltd.","13.68","2028854835.36","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cisn",
"CLDR","Cloudera, Inc.","11.04","2969071777.44","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cldr",
"CTK","CooTek (Cayman) Inc.","10.6","674251414.4","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ctk",
"CLGX","CoreLogic, Inc.","37.85","3032773187.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/clgx",
"CTS","CTS Corporation","29.76","974170595.52","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/cts",
"CW","Curtiss-Wright Corporation","112.54","4819530001.6","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cw",
"DQ","DAQO New Energy Corp.","35.52","456922566.72","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/dq",
"DELL","Dell Technologies Inc.","60.43","24688720976.48","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/dell",
"DOV","Dover Corporation","95.96","13934666348.8","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dov",
"DXC","DXC Technology Company","65.64","17609320714.68","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dxc",
"ETN","Eaton Corporation, PLC","82.24","34888117119.36","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/etn",
"ESTC","Elastic N.V.","82.9","6076293694.3","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/estc",
"ELLI","Ellie Mae, Inc.","98.79","3438134233.08","n/a","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/elli",
"DAVA","Endava plc","27.58","1462654001.2","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/dava",
"EPAM","EPAM Systems, Inc.","171.12","9270844217.28","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/epam",
"EB","Eventbrite, Inc.","20.16","1584658272.96","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/eb",
"EVTC","Evertec, Inc.","28.65","2073650041.5","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/evtc",
"AQUA","Evoqua Water Technologies Corp.","12.98","1481304105.16","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aqua",
"EXTN","Exterran Corporation","17.61","636460303.02","n/a","2015","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/extn",
"FDS","FactSet Research Systems Inc.","249.27","9481101606.9","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/fds",
"SFUN","Fang Holdings Limited","1.47","656832015","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/sfun",
"FIT","Fitbit, Inc.","5.85","1478449597.95","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/fit",
"GDI","Gardner Denver Holdings, Inc.","27.96","5603431949.28","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/gdi",
"GTES","Gates Industrial Corporation plc","15.76","4568681088.32","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/gtes",
"GLOB","Globant S.A.","69.77","2539105422.7","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/glob",
"GDDY","GoDaddy Inc.","75.58","13253424468.04","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/gddy",
"GHM","Graham Corporation","20.16","198255093.12","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ghm",
"GWRE","Guidewire Software, Inc.","98.74","8038885799.42","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gwre",
"HHS","Harte-Hanks, Inc.","3.71","23247342.3","n/a","1993","Technology","Advertising","https://www.nasdaq.com/symbol/hhs",
"HPE","Hewlett Packard Enterprise Company","15.9","21789014763.3","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpe",
"HPQ","HP Inc.","20.05","30746711470.95","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpq",
"HMI","Huami Corporation","13.73","816030412.68","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hmi",
"HUBS","HubSpot, Inc.","166.73","6604678824.6","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hubs",
"HUYA","HUYA Inc.","29.3","5971253799.4","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/huya",
"ITW","Illinois Tool Works Inc.","148.34","48495092663.44","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/itw",
"INFY","Infosys Limited","11.09","48121791279.54","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/infy",
"IPHI","Inphi Corporation","44.94","1999324469.94","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/iphi",
"NSP","Insperity, Inc.","125.93","5155272723.58","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/nsp",
"INST","Instructure, Inc.","46.63","1669701906.43","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inst",
"IBM","International Business Machines Corporation","143.3","127517834484.8","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/ibm",
"IPG","Interpublic Group of Companies, Inc. (The)","21.17","8148598196.59","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/ipg",
"INXN","InterXion Holding N.V.","66.76","4784889480","n/a","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inxn",
"JBL","Jabil Inc.","28.21","4364513760.88","n/a","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/jbl",
"JT","Jianpu Technology Inc.","5.03","845127778.53","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","18.85","739225068.4","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/jks",
"JBT","John Bean Technologies Corporation","93.42","2944820459.34","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/jbt",
"JNPR","Juniper Networks, Inc.","27.2","9463490912","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/jnpr",
"KAI","Kadant Inc","88.37","987484467.47","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kai",
"KFY","Korn Ferry ","45.91","2590675406.76","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/kfy",
"LLL","L3 Technologies, Inc.","211.32","16772118665.4","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lll",
"LEAF","Leaf Group Ltd.","8.09","206612734.75","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/leaf",
"LDOS","Leidos Holdings, Inc.","64.89","9320009434.47","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ldos",
"LN","LINE Corporation","35.33","8418991461.92","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ln",
"RAMP","LiveRamp Holdings, Inc.","54.79","3754653722.36","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ramp",
"LXFT","Luxoft Holding, Inc.","58.7","1995383758.3","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/lxft",
"MX","MagnaChip Semiconductor Corporation","7.64","260458127.92","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/mx",
"MAN","ManpowerGroup","84.75","5088371016","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/man",
"MAXR","Maxar Technologies Inc.","4.43","263937273.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/maxr",
"MXL","MaxLinear, Inc","26.18","1821010768.5","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxl",
"MFGP","Micro Focus Intl PLC","26.12","10722476952.72","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mfgp",
"MCRN","Milacron Holdings Corp.","12.1","849029387.8","n/a","2015","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mcrn",
"MIXT","MiX Telematics Limited","16.56","377406374.4","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mixt",
"MODN","Model N, Inc.","17.41","549155482.12","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/modn",
"MSI","Motorola Solutions, Inc.","141.32","23158290420.16","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/msi",
"NPTN","NeoPhotonics Corporation","6.27","291095233.44","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/nptn",
"NEWR","New Relic, Inc.","95.51","5477638517.66","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/newr",
"NOK","Nokia Corporation","5.77","32266019562.4","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/nok",
"NVT","nVent Electric plc","27.5","4884313005","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nvt",
"OMC","Omnicom Group Inc.","73.62","16468116548.76","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/omc",
"OOMA","Ooma, Inc.","13.13","263913000","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/ooma",
"ORCL","Oracle Corporation","54.58","186535555320","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/orcl",
"PAGS","PagSeguro Digital Ltd.","30.31","9934709336.51","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/pags",
"PANW","Palo Alto Networks, Inc.","241.41","22628072183.73","n/a","2012","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/panw",
"PKE","Park Electrochemical Corporation","15.94","323253763.52","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/pke",
